id, cpe, type, vendor, product, version, update, edition, language
"264","cpe:/o:debian:debian_linux:9.6","OS","debian","debian_linux","9.6",,,
"265","cpe:/a:elastic:elasticsearch:7.10.0","Application","elastic","elasticsearch","7.10.0",,,
"266","cpe:/a:elastic:kibana:7.10.0","Application","elastic","kibana","7.10.0",,,
"267","cpe:/a:elastic:logstash:7.10.0","Application","elastic","logstash","7.10.0",,,
"268","cpe:/a:gnu:bash:5.0.17","Application","gnu","bash","5.0.17",,,
"269","cpe:/a:gnu:gzip:1.10","Application","gnu","gzip","1.10",,,
"270","cpe:/a:nongnu:dmidecode:3.2","Application","nongnu","dmidecode","3.2",,,
"271","cpe:/a:openbsd:openssh:8.2p1","Application","openbsd","openssh","8.2p1",,,
"272","cpe:/a:openssl:openssl:1.1.1f","Application","openssl","openssl","1.1.1f",,,
"273","cpe:/a:perl:archive_tar:2.32","Application","perl","archive_tar","2.32",,,
"274","cpe:/a:perl:perl:5.30.0","Application","perl","perl","5.30.0",,,
"275","cpe:/a:python:python:3.8.5","Application","python","python","3.8.5",,,
"276","cpe:/a:rafael_garcia-suarez:safe:2.40","Application","rafael_garcia-suarez","safe","2.40",,,
"277","cpe:/a:sudo_project:sudo:1.8.31","Application","sudo_project","sudo","1.8.31",,,
"278","cpe:/a:sudo_project:sudoers_file_grammar:46","Application","sudo_project","sudoers_file_grammar","46",,,
"279","cpe:/a:sudo_project:sudoers_i/o_plugin:1.8.31","Application","sudo_project","sudoers_i/o_plugin","1.8.31",,,
"280","cpe:/a:sudo_project:sudoers_policy_plugin:1.8.31","Application","sudo_project","sudoers_policy_plugin","1.8.31",,,
"281","cpe:/o:canonical:ubuntu_linux:20.04:-:lts","OS","canonical","ubuntu_linux","20.04","-","lts",
"282","cpe:/a:gnu:bash:4.4.12","Application","gnu","bash","4.4.12",,,
"283","cpe:/a:gnu:gzip:1.6","Application","gnu","gzip","1.6",,,
"284","cpe:/a:isc:dhcp:4.3.5","Application","isc","dhcp","4.3.5",,,
"285","cpe:/a:mutt:mutt:20170113","Application","mutt","mutt","20170113",,,
"286","cpe:/a:nongnu:dmidecode:3.0","Application","nongnu","dmidecode","3.0",,,
"287","cpe:/a:openbsd:openssh:7.4p1","Application","openbsd","openssh","7.4p1",,,
"288","cpe:/a:openssl:openssl:1.1.0l","Application","openssl","openssl","1.1.0l",,,
"289","cpe:/a:perl:perl:5.24.1","Application","perl","perl","5.24.1",,,
"290","cpe:/a:python:python:2.7.13","Application","python","python","2.7.13",,,
"291","cpe:/a:rafael_garcia-suarez:safe:2.39","Application","rafael_garcia-suarez","safe","2.39",,,
"292","cpe:/a:tcpdump:libpcap:1.8.1","Application","tcpdump","libpcap","1.8.1",,,
"293","cpe:/a:tcpdump:tcpdump:4.9.3","Application","tcpdump","tcpdump","4.9.3",,,
"294","cpe:/o:debian:debian_linux:9.13","OS","debian","debian_linux","9.13",,,
"295","cpe:/a:openbsd:openssh:7.9p1","Application","openbsd","openssh","7.9p1",,,
"296","cpe:/a:proxmox:virtual_environment:6.2-15","Application","proxmox","virtual_environment","6.2-15",,,
"297","cpe:/o:debian:debian_linux:10","OS","debian","debian_linux","10",,,
"298","cpe:/a:gnu:bash:5.0.3","Application","gnu","bash","5.0.3",,,
"299","cpe:/a:gnu:gzip:1.9","Application","gnu","gzip","1.9",,,
"300","cpe:/a:isc:dhcp:4.4.1","Application","isc","dhcp","4.4.1",,,
"301","cpe:/a:nongnu:dmidecode:3.2","Application","nongnu","dmidecode","3.2",,,
"302","cpe:/a:openbsd:openssh:7.9p1","Application","openbsd","openssh","7.9p1",,,
"303","cpe:/a:openssl:openssl:1.1.1d","Application","openssl","openssl","1.1.1d",,,
"304","cpe:/a:perl:archive_tar:2.30","Application","perl","archive_tar","2.30",,,
"305","cpe:/a:perl:perl:5.28.1","Application","perl","perl","5.28.1",,,
"306","cpe:/a:python:python:2.7.16","Application","python","python","2.7.16",,,
"307","cpe:/a:rafael_garcia-suarez:safe:2.40","Application","rafael_garcia-suarez","safe","2.40",,,
"308","cpe:/a:sudo_project:sudo:1.8.27","Application","sudo_project","sudo","1.8.27",,,
"309","cpe:/a:sudo_project:sudoers_file_grammar:46","Application","sudo_project","sudoers_file_grammar","46",,,
"310","cpe:/a:sudo_project:sudoers_i/o_plugin:1.8.27","Application","sudo_project","sudoers_i/o_plugin","1.8.27",,,
"311","cpe:/a:sudo_project:sudoers_policy_plugin:1.8.27","Application","sudo_project","sudoers_policy_plugin","1.8.27",,,
"312","cpe:/o:debian:debian_linux:10.6","OS","debian","debian_linux","10.6",,,
"313","cpe:/a:apache:http_server:2.4.41","Application","apache","http_server","2.4.41",,,
"314","cpe:/a:gnu:bash:5.0.3","Application","gnu","bash","5.0.3",,,
"315","cpe:/a:gnu:gzip:1.9","Application","gnu","gzip","1.9",,,
"316","cpe:/a:io-socket-ssl:io-socket-ssl:2.059","Application","io-socket-ssl","io-socket-ssl","2.059",,,
"317","cpe:/a:isc:dhcp:4.3.5","Application","isc","dhcp","4.3.5",,,
"318","cpe:/a:mozilla:firefox:60.2.0","Application","mozilla","firefox","60.2.0",,,
"319","cpe:/a:nessus:nessus:18.13.10","Application","nessus","nessus","18.13.10",,,
"320","cpe:/a:nongnu:dmidecode:3.2","Application","nongnu","dmidecode","3.2",,,
"321","cpe:/a:openbsd:openssh:7.9p1","Application","openbsd","openssh","7.9p1",,,
"322","cpe:/a:openssl:openssl:1.1.1d","Application","openssl","openssl","1.1.1d",,,
"323","cpe:/a:oracle:openjdk:11.0.9:update_1","Application","oracle","openjdk","11.0.9","update_1",,
"324","cpe:/a:perl:archive_tar:2.32","Application","perl","archive_tar","2.32",,,
"325","cpe:/a:perl:perl:5.26.2","Application","perl","perl","5.26.2",,,
"326","cpe:/a:php:php:7.3.12","Application","php","php","7.3.12",,,
"327","cpe:/a:python:python:2.7.17","Application","python","python","2.7.17",,,
"328","cpe:/a:rafael_garcia-suarez:safe:2.40","Application","rafael_garcia-suarez","safe","2.40",,,
"329","cpe:/a:strongswan:strongswan:5.8.2","Application","strongswan","strongswan","5.8.2",,,
"330","cpe:/a:sudo_project:sudo:1.8.29","Application","sudo_project","sudo","1.8.29",,,
"331","cpe:/a:sudo_project:sudoers_file_grammar:46","Application","sudo_project","sudoers_file_grammar","46",,,
"332","cpe:/a:sudo_project:sudoers_i/o_plugin:1.8.29","Application","sudo_project","sudoers_i/o_plugin","1.8.29",,,
"333","cpe:/a:sudo_project:sudoers_policy_plugin:1.8.29","Application","sudo_project","sudoers_policy_plugin","1.8.29",,,
"334","cpe:/a:tcpdump:libpcap:1.9.1","Application","tcpdump","libpcap","1.9.1",,,
"335","cpe:/a:tcpdump:tcpdump:4.9.3","Application","tcpdump","tcpdump","4.9.3",,,
"336","cpe:/a:tenable:web_ui:8.14.0","Application","tenable","web_ui","8.14.0",,,
"337","cpe:/a:thekelleys:dnsmasq:2.80","Application","thekelleys","dnsmasq","2.80",,,
"338","cpe:/o:debian:debian_linux:10","OS","debian","debian_linux","10",,,
"339","cpe:/a:adobe:flash_player_internet_explorer:32.0.0.445","Application","adobe","flash_player_internet_explorer","32.0.0.445",,,
"340","cpe:/a:microsoft:.net_framework:4.5","Application","microsoft",".net_framework","4.5",,,
"341","cpe:/a:microsoft:data_access_components","Application","microsoft","data_access_components",,,,
"342","cpe:/a:microsoft:directx:9.0c","Application","microsoft","directx","9.0c",,,
"343","cpe:/a:microsoft:ie","Application","microsoft","ie",,,,
"344","cpe:/a:microsoft:internet_information_services:10.0","Application","microsoft","internet_information_services","10.0",,,
"345","cpe:/a:microsoft:rdp:10.0.17763.1490","Application","microsoft","rdp","10.0.17763.1490",,,
"346","cpe:/a:microsoft:windows_media_player:12","Application","microsoft","windows_media_player","12",,,
"347","cpe:/a:microsoft:windows_nt_helper_components","Application","microsoft","windows_nt_helper_components",,,,
"348","cpe:/a:microsoft:xml_core_services:3.0","Application","microsoft","xml_core_services","3.0",,,
"349","cpe:/a:mozilla:firefox:x64:81.0","Application","mozilla","firefox","x64","81.0",,
"350","cpe:/o:microsoft:windows_server_2019:1809::standard_x64","OS","microsoft","windows_server_2019","1809",,"standard_x64",
"351","cpe:/a:andy_armstrong:cgi.pm:4.38","Application","andy_armstrong","cgi.pm","4.38",,,
"352","cpe:/a:apache:http_server:2.4.29","Application","apache","http_server","2.4.29",,,
"353","cpe:/a:gnu:bash:4.4.20","Application","gnu","bash","4.4.20",,,
"354","cpe:/a:gnu:gzip:1.2.4","Application","gnu","gzip","1.2.4",,,
"355","cpe:/a:isc:dhcp:4.3.5","Application","isc","dhcp","4.3.5",,,
"356","cpe:/a:nongnu:dmidecode:3.1","Application","nongnu","dmidecode","3.1",,,
"357","cpe:/a:openbsd:openssh:7.6p1","Application","openbsd","openssh","7.6p1",,,
"358","cpe:/a:openssl:openssl:1.1.1","Application","openssl","openssl","1.1.1",,,
"359","cpe:/a:perl:archive_tar:2.24","Application","perl","archive_tar","2.24",,,
"360","cpe:/a:perl:perl:5.26.1","Application","perl","perl","5.26.1",,,
"361","cpe:/a:php:php:7.2.24","Application","php","php","7.2.24",,,
"362","cpe:/a:python:python:2.7.17","Application","python","python","2.7.17",,,
"363","cpe:/a:rafael_garcia-suarez:safe:2.40","Application","rafael_garcia-suarez","safe","2.40",,,
"364","cpe:/a:sudo_project:sudo:1.8.21:p2","Application","sudo_project","sudo","1.8.21","p2",,
"365","cpe:/a:sudo_project:sudoers_file_grammar:46","Application","sudo_project","sudoers_file_grammar","46",,,
"366","cpe:/a:sudo_project:sudoers_i/o_plugin:1.8.21:p2","Application","sudo_project","sudoers_i/o_plugin","1.8.21","p2",,
"367","cpe:/a:sudo_project:sudoers_policy_plugin:1.8.21:p2","Application","sudo_project","sudoers_policy_plugin","1.8.21","p2",,
"368","cpe:/a:tcpdump:libpcap:1.8.1","Application","tcpdump","libpcap","1.8.1",,,
"369","cpe:/a:tcpdump:tcpdump:4.9.3","Application","tcpdump","tcpdump","4.9.3",,,
"370","cpe:/o:canonical:ubuntu_linux:18.04:-:lts","OS","canonical","ubuntu_linux","18.04","-","lts",
"371","cpe:/a:gnu:bash:5.0.17","Application","gnu","bash","5.0.17",,,
"372","cpe:/a:gnu:gzip:1.10","Application","gnu","gzip","1.10",,,
"373","cpe:/a:io-socket-ssl:io-socket-ssl:2.067","Application","io-socket-ssl","io-socket-ssl","2.067",,,
"374","cpe:/a:nongnu:dmidecode:3.2","Application","nongnu","dmidecode","3.2",,,
"375","cpe:/a:openbsd:openssh:8.2p1","Application","openbsd","openssh","8.2p1",,,
"376","cpe:/a:openssl:openssl:1.1.1f","Application","openssl","openssl","1.1.1f",,,
"377","cpe:/a:perl:archive_tar:2.32","Application","perl","archive_tar","2.32",,,
"378","cpe:/a:perl:perl:5.30.0","Application","perl","perl","5.30.0",,,
"379","cpe:/a:python:python:2.7.18","Application","python","python","2.7.18",,,
"380","cpe:/a:rafael_garcia-suarez:safe:2.40","Application","rafael_garcia-suarez","safe","2.40",,,
"381","cpe:/a:sudo_project:sudo:1.8.31","Application","sudo_project","sudo","1.8.31",,,
"382","cpe:/a:sudo_project:sudoers_file_grammar:46","Application","sudo_project","sudoers_file_grammar","46",,,
"383","cpe:/a:sudo_project:sudoers_i/o_plugin:1.8.31","Application","sudo_project","sudoers_i/o_plugin","1.8.31",,,
"384","cpe:/a:sudo_project:sudoers_policy_plugin:1.8.31","Application","sudo_project","sudoers_policy_plugin","1.8.31",,,
"385","cpe:/o:canonical:ubuntu_linux:20.04:-:lts","OS","canonical","ubuntu_linux","20.04","-","lts",
"386","cpe:/a:apache:http_server:2.4.25","Application","apache","http_server","2.4.25",,,
"387","cpe:/a:artifex:ghostscript:9.26","Application","artifex","ghostscript","9.26",,,
"388","cpe:/a:gnu:bash:4.4.12","Application","gnu","bash","4.4.12",,,
"389","cpe:/a:gnu:gzip:1.6","Application","gnu","gzip","1.6",,,
"390","cpe:/a:imagemagick:imagemagick:6.9.7.4","Application","imagemagick","imagemagick","6.9.7.4",,,
"391","cpe:/a:io-socket-ssl:io-socket-ssl:2.044","Application","io-socket-ssl","io-socket-ssl","2.044",,,
"392","cpe:/a:isc:dhcp:4.3.5","Application","isc","dhcp","4.3.5",,,
"393","cpe:/a:mutt:mutt:20170113","Application","mutt","mutt","20170113",,,
"394","cpe:/a:nongnu:dmidecode:3.0","Application","nongnu","dmidecode","3.0",,,
"395","cpe:/a:openbsd:openssh:7.4p1","Application","openbsd","openssh","7.4p1",,,
"396","cpe:/a:openssl:openssl:1.1.0l","Application","openssl","openssl","1.1.0l",,,
"397","cpe:/a:perl:perl:5.24.1","Application","perl","perl","5.24.1",,,
"398","cpe:/a:postgresql:postgresql","Application","postgresql","postgresql",,,,
"399","cpe:/a:python:python:2.7.13","Application","python","python","2.7.13",,,
"400","cpe:/a:rafael_garcia-suarez:safe:2.39","Application","rafael_garcia-suarez","safe","2.39",,,
"401","cpe:/a:tcpdump:libpcap:1.8.1","Application","tcpdump","libpcap","1.8.1",,,
"402","cpe:/a:tcpdump:tcpdump:4.9.3","Application","tcpdump","tcpdump","4.9.3",,,
"403","cpe:/o:debian:debian_linux:9.13","OS","debian","debian_linux","9.13",,,
"404","cpe:/a:gnu:bash:4.4.12","Application","gnu","bash","4.4.12",,,
"405","cpe:/a:gnu:gzip:1.6","Application","gnu","gzip","1.6",,,
"406","cpe:/a:graphicsmagick:graphicsmagick:1.3.35","Application","graphicsmagick","graphicsmagick","1.3.35",,,
"407","cpe:/a:isc:dhcp:4.3.5","Application","isc","dhcp","4.3.5",,,
"408","cpe:/a:nginx:nginx","Application","nginx","nginx",,,,
"409","cpe:/a:nongnu:dmidecode:3.0","Application","nongnu","dmidecode","3.0",,,
"410","cpe:/a:openbsd:openssh:7.4p1","Application","openbsd","openssh","7.4p1",,,
"411","cpe:/a:openssl:openssl:1.1.0l","Application","openssl","openssl","1.1.0l",,,
"412","cpe:/a:perl:perl:5.24.1","Application","perl","perl","5.24.1",,,
"413","cpe:/a:postfix:postfix","Application","postfix","postfix",,,,
"414","cpe:/a:postgresql:postgresql:11.10","Application","postgresql","postgresql","11.10",,,
"415","cpe:/a:python:python:2.7.13","Application","python","python","2.7.13",,,
"416","cpe:/a:rafael_garcia-suarez:safe:2.39","Application","rafael_garcia-suarez","safe","2.39",,,
"417","cpe:/a:ruby-lang:ruby:2.7.2.137","Application","ruby-lang","ruby","2.7.2.137",,,
"418","cpe:/o:debian:debian_linux:9.13","OS","debian","debian_linux","9.13",,,
"419","cpe:/a:apache:http_server:2.4.25","Application","apache","http_server","2.4.25",,,
"420","cpe:/a:artifex:ghostscript:9.26","Application","artifex","ghostscript","9.26",,,
"421","cpe:/a:gnu:bash:4.4.12","Application","gnu","bash","4.4.12",,,
"422","cpe:/a:gnu:gzip:1.6","Application","gnu","gzip","1.6",,,
"423","cpe:/a:imagemagick:imagemagick:6.9.7.4","Application","imagemagick","imagemagick","6.9.7.4",,,
"424","cpe:/a:io-socket-ssl:io-socket-ssl:2.044","Application","io-socket-ssl","io-socket-ssl","2.044",,,
"425","cpe:/a:isc:dhcp:4.3.5","Application","isc","dhcp","4.3.5",,,
"426","cpe:/a:mutt:mutt:20170113","Application","mutt","mutt","20170113",,,
"427","cpe:/a:nginx:nginx:1.19.6","Application","nginx","nginx","1.19.6",,,
"428","cpe:/a:nongnu:dmidecode:3.0","Application","nongnu","dmidecode","3.0",,,
"429","cpe:/a:openbsd:openssh:7.4p1","Application","openbsd","openssh","7.4p1",,,
"430","cpe:/a:openssl:openssl:1.1.0l","Application","openssl","openssl","1.1.0l",,,
"431","cpe:/a:perl:perl:5.24.1","Application","perl","perl","5.24.1",,,
"432","cpe:/a:postgresql:postgresql","Application","postgresql","postgresql",,,,
"433","cpe:/a:python:python:2.7.13","Application","python","python","2.7.13",,,
"434","cpe:/a:rafael_garcia-suarez:safe:2.39","Application","rafael_garcia-suarez","safe","2.39",,,
"435","cpe:/a:sudo_project:sudo:1.8.19:p1","Application","sudo_project","sudo","1.8.19","p1",,
"436","cpe:/a:sudo_project:sudoers_file_grammar:45","Application","sudo_project","sudoers_file_grammar","45",,,
"437","cpe:/a:sudo_project:sudoers_i/o_plugin:1.8.19:p1","Application","sudo_project","sudoers_i/o_plugin","1.8.19","p1",,
"438","cpe:/a:sudo_project:sudoers_policy_plugin:1.8.19:p1","Application","sudo_project","sudoers_policy_plugin","1.8.19","p1",,
"439","cpe:/o:debian:debian_linux:9.6","OS","debian","debian_linux","9.6",,,
"440","cpe:/a:elastic:elasticsearch:7.10.0","Application","elastic","elasticsearch","7.10.0",,,
"441","cpe:/a:elastic:kibana:7.10.0","Application","elastic","kibana","7.10.0",,,
"442","cpe:/a:elastic:logstash:7.10.0","Application","elastic","logstash","7.10.0",,,
"443","cpe:/a:gnu:bash:5.0.17","Application","gnu","bash","5.0.17",,,
"444","cpe:/a:gnu:gzip:1.10","Application","gnu","gzip","1.10",,,
"445","cpe:/a:nongnu:dmidecode:3.2","Application","nongnu","dmidecode","3.2",,,
"446","cpe:/a:openbsd:openssh:8.2p1","Application","openbsd","openssh","8.2p1",,,
"447","cpe:/a:openssl:openssl:1.1.1f","Application","openssl","openssl","1.1.1f",,,
"448","cpe:/a:perl:archive_tar:2.32","Application","perl","archive_tar","2.32",,,
"449","cpe:/a:perl:perl:5.30.0","Application","perl","perl","5.30.0",,,
"450","cpe:/a:python:python:3.8.5","Application","python","python","3.8.5",,,
"451","cpe:/a:rafael_garcia-suarez:safe:2.40","Application","rafael_garcia-suarez","safe","2.40",,,
"452","cpe:/a:sudo_project:sudo:1.8.31","Application","sudo_project","sudo","1.8.31",,,
"453","cpe:/a:sudo_project:sudoers_file_grammar:46","Application","sudo_project","sudoers_file_grammar","46",,,
"454","cpe:/a:sudo_project:sudoers_i/o_plugin:1.8.31","Application","sudo_project","sudoers_i/o_plugin","1.8.31",,,
"455","cpe:/a:sudo_project:sudoers_policy_plugin:1.8.31","Application","sudo_project","sudoers_policy_plugin","1.8.31",,,
"456","cpe:/o:canonical:ubuntu_linux:20.04:-:lts","OS","canonical","ubuntu_linux","20.04","-","lts",
"457","cpe:/a:gnu:bash:4.4.12","Application","gnu","bash","4.4.12",,,
"458","cpe:/a:gnu:gzip:1.6","Application","gnu","gzip","1.6",,,
"459","cpe:/a:isc:dhcp:4.3.5","Application","isc","dhcp","4.3.5",,,
"460","cpe:/a:mutt:mutt:20170113","Application","mutt","mutt","20170113",,,
"461","cpe:/a:nongnu:dmidecode:3.0","Application","nongnu","dmidecode","3.0",,,
"462","cpe:/a:openbsd:openssh:7.4p1","Application","openbsd","openssh","7.4p1",,,
"463","cpe:/a:openssl:openssl:1.1.0l","Application","openssl","openssl","1.1.0l",,,
"464","cpe:/a:perl:perl:5.24.1","Application","perl","perl","5.24.1",,,
"465","cpe:/a:python:python:2.7.13","Application","python","python","2.7.13",,,
"466","cpe:/a:rafael_garcia-suarez:safe:2.39","Application","rafael_garcia-suarez","safe","2.39",,,
"467","cpe:/a:tcpdump:libpcap:1.8.1","Application","tcpdump","libpcap","1.8.1",,,
"468","cpe:/a:tcpdump:tcpdump:4.9.3","Application","tcpdump","tcpdump","4.9.3",,,
"469","cpe:/o:debian:debian_linux:9.13","OS","debian","debian_linux","9.13",,,
"470","cpe:/a:openbsd:openssh:7.9p1","Application","openbsd","openssh","7.9p1",,,
"471","cpe:/a:proxmox:virtual_environment:6.2-15","Application","proxmox","virtual_environment","6.2-15",,,
"472","cpe:/o:debian:debian_linux:10","OS","debian","debian_linux","10",,,
"473","cpe:/a:gnu:bash:5.0.3","Application","gnu","bash","5.0.3",,,
"474","cpe:/a:gnu:gzip:1.9","Application","gnu","gzip","1.9",,,
"475","cpe:/a:isc:dhcp:4.4.1","Application","isc","dhcp","4.4.1",,,
"476","cpe:/a:nongnu:dmidecode:3.2","Application","nongnu","dmidecode","3.2",,,
"477","cpe:/a:openbsd:openssh:7.9p1","Application","openbsd","openssh","7.9p1",,,
"478","cpe:/a:openssl:openssl:1.1.1d","Application","openssl","openssl","1.1.1d",,,
"479","cpe:/a:perl:archive_tar:2.30","Application","perl","archive_tar","2.30",,,
"480","cpe:/a:perl:perl:5.28.1","Application","perl","perl","5.28.1",,,
"481","cpe:/a:python:python:2.7.16","Application","python","python","2.7.16",,,
"482","cpe:/a:rafael_garcia-suarez:safe:2.40","Application","rafael_garcia-suarez","safe","2.40",,,
"483","cpe:/a:sudo_project:sudo:1.8.27","Application","sudo_project","sudo","1.8.27",,,
"484","cpe:/a:sudo_project:sudoers_file_grammar:46","Application","sudo_project","sudoers_file_grammar","46",,,
"485","cpe:/a:sudo_project:sudoers_i/o_plugin:1.8.27","Application","sudo_project","sudoers_i/o_plugin","1.8.27",,,
"486","cpe:/a:sudo_project:sudoers_policy_plugin:1.8.27","Application","sudo_project","sudoers_policy_plugin","1.8.27",,,
"487","cpe:/o:debian:debian_linux:10.6","OS","debian","debian_linux","10.6",,,
"488","cpe:/a:apache:http_server:2.4.41","Application","apache","http_server","2.4.41",,,
"489","cpe:/a:gnu:bash:5.0.3","Application","gnu","bash","5.0.3",,,
"490","cpe:/a:gnu:gzip:1.9","Application","gnu","gzip","1.9",,,
"491","cpe:/a:io-socket-ssl:io-socket-ssl:2.059","Application","io-socket-ssl","io-socket-ssl","2.059",,,
"492","cpe:/a:isc:dhcp:4.3.5","Application","isc","dhcp","4.3.5",,,
"493","cpe:/a:mozilla:firefox:60.2.0","Application","mozilla","firefox","60.2.0",,,
"494","cpe:/a:nessus:nessus:18.13.10","Application","nessus","nessus","18.13.10",,,
"495","cpe:/a:nongnu:dmidecode:3.2","Application","nongnu","dmidecode","3.2",,,
"496","cpe:/a:openbsd:openssh:7.9p1","Application","openbsd","openssh","7.9p1",,,
"497","cpe:/a:openssl:openssl:1.1.1d","Application","openssl","openssl","1.1.1d",,,
"498","cpe:/a:oracle:openjdk:11.0.9:update_1","Application","oracle","openjdk","11.0.9","update_1",,
"499","cpe:/a:perl:archive_tar:2.32","Application","perl","archive_tar","2.32",,,
"500","cpe:/a:perl:perl:5.26.2","Application","perl","perl","5.26.2",,,
"501","cpe:/a:php:php:7.3.12","Application","php","php","7.3.12",,,
"502","cpe:/a:python:python:2.7.17","Application","python","python","2.7.17",,,
"503","cpe:/a:rafael_garcia-suarez:safe:2.40","Application","rafael_garcia-suarez","safe","2.40",,,
"504","cpe:/a:strongswan:strongswan:5.8.2","Application","strongswan","strongswan","5.8.2",,,
"505","cpe:/a:sudo_project:sudo:1.8.29","Application","sudo_project","sudo","1.8.29",,,
"506","cpe:/a:sudo_project:sudoers_file_grammar:46","Application","sudo_project","sudoers_file_grammar","46",,,
"507","cpe:/a:sudo_project:sudoers_i/o_plugin:1.8.29","Application","sudo_project","sudoers_i/o_plugin","1.8.29",,,
"508","cpe:/a:sudo_project:sudoers_policy_plugin:1.8.29","Application","sudo_project","sudoers_policy_plugin","1.8.29",,,
"509","cpe:/a:tcpdump:libpcap:1.9.1","Application","tcpdump","libpcap","1.9.1",,,
"510","cpe:/a:tcpdump:tcpdump:4.9.3","Application","tcpdump","tcpdump","4.9.3",,,
"511","cpe:/a:tenable:web_ui:8.14.0","Application","tenable","web_ui","8.14.0",,,
"512","cpe:/a:thekelleys:dnsmasq:2.80","Application","thekelleys","dnsmasq","2.80",,,
"513","cpe:/o:debian:debian_linux:10","OS","debian","debian_linux","10",,,
"514","cpe:/a:adobe:flash_player_internet_explorer:32.0.0.445","Application","adobe","flash_player_internet_explorer","32.0.0.445",,,
"515","cpe:/a:microsoft:.net_framework:4.5","Application","microsoft",".net_framework","4.5",,,
"516","cpe:/a:microsoft:data_access_components","Application","microsoft","data_access_components",,,,
"517","cpe:/a:microsoft:directx:9.0c","Application","microsoft","directx","9.0c",,,
"518","cpe:/a:microsoft:ie","Application","microsoft","ie",,,,
"519","cpe:/a:microsoft:internet_information_services:10.0","Application","microsoft","internet_information_services","10.0",,,
"520","cpe:/a:microsoft:rdp:10.0.17763.1490","Application","microsoft","rdp","10.0.17763.1490",,,
"521","cpe:/a:microsoft:windows_media_player:12","Application","microsoft","windows_media_player","12",,,
"522","cpe:/a:microsoft:windows_nt_helper_components","Application","microsoft","windows_nt_helper_components",,,,
"523","cpe:/a:microsoft:xml_core_services:3.0","Application","microsoft","xml_core_services","3.0",,,
"524","cpe:/a:mozilla:firefox:x64:81.0","Application","mozilla","firefox","x64","81.0",,
"525","cpe:/o:microsoft:windows_server_2019:1809::standard_x64","OS","microsoft","windows_server_2019","1809",,"standard_x64",